gender,age,height,weight,region,hukou,education,health,appearance,iq,family_bg,assets,income
男,32.3,179.0,76.1,三线城市,二线户籍,8.5,较差,66.1,116.3,中产,375.51,511754137.21
女,23.9,156.3,66.1,二线城市,二线户籍,6.4,良好,54.2,99.0,困难,15.52,3476437.95
女,34.6,154.7,59.2,三线城市,农村户籍,7.8,优秀,55.5,116.4,富裕,3.16,167702.94
女,42.0,160.1,54.5,三线城市,农村户籍,5.9,良好,63.9,91.2,困难,42.19,94601897.36
女,24.2,158.3,56.7,二线城市,二线户籍,6.3,良好,60.3,84.2,困难,6.14,0.0
女,39.9,168.3,54.5,三线城市,三线户籍,7.6,优秀,75.3,134.5,工薪,32.49,2.8393781125000777e+20
女,23.8,152.6,51.3,一线城市,三线户籍,2.5,优秀,65.7,118.6,中产,9.72,0.2
女,21.3,157.1,42.0,三线城市,农村户籍,8.4,良好,54.4,113.7,中产,3.89,1469.73
男,19.6,170.3,76.8,三线城市,农村户籍,9.5,一般,71.4,105.3,工薪,24.36,11660320.2
女,23.2,158.4,53.2,二线城市,农村户籍,3.5,优秀,79.7,109.2,中产,69.15,1434168295.2
女,21.2,164.1,48.4,三线城市,农村户籍,5.3,良好,80.3,93.1,工薪,12.81,142.06
女,35.8,151.9,50.3,二线城市,二线户籍,9.6,良好,62.1,98.7,工薪,6.58,5691102317.45
男,36.1,181.5,81.9,三线城市,一线户籍,9.4,优秀,89.4,116.4,困难,16.47,20210940839.9
女,28.2,167.9,40.0,一线城市,二线户籍,4.3,优秀,88.2,89.2,困难,25.76,1781166939954196.5
女,27.0,157.6,58.7,二线城市,三线户籍,7.5,良好,85.0,105.8,工薪,14.15,10776.97
男,37.7,175.3,67.4,农村地区,三线户籍,7.0,优秀,43.9,104.7,工薪,14.97,9040478.89
男,33.0,176.2,63.8,一线城市,一线户籍,4.0,优秀,36.7,113.2,困难,3.75,534910.8
女,28.7,157.9,55.5,农村地区,二线户籍,10.0,良好,94.6,110.1,困难,27.99,2.96
女,23.1,158.4,66.7,二线城市,三线户籍,0.0,良好,47.7,106.6,中产,11.19,8.6
男,25.3,151.6,77.6,一线城市,三线户籍,8.9,良好,60.6,72.7,中产,11.76,4541668861459.61
男,43.7,170.7,56.6,二线城市,三线户籍,2.9,优秀,82.7,70.0,中产,135.12,1123795445.22
女,31.5,147.9,50.1,三线城市,三线户籍,7.5,优秀,44.7,108.9,工薪,11.0,1.38
女,32.0,159.4,59.9,二线城市,一线户籍,6.1,优秀,55.5,102.2,工薪,7.39,6625096.89
男,28.3,171.8,61.2,二线城市,二线户籍,6.7,优秀,64.9,112.3,富裕,0.64,324504282.04
男,26.4,164.6,79.7,三线城市,二线户籍,9.5,良好,44.7,129.4,工薪,1.65,2828010.81
女,18.0,168.4,46.9,三线城市,三线户籍,8.4,良好,41.6,116.7,困难,10.26,1313625881.37
女,33.4,158.9,56.2,二线城市,农村户籍,4.2,优秀,82.8,103.4,中产,14.44,562.88
男,39.4,178.1,68.7,农村地区,三线户籍,8.6,优秀,58.4,86.7,困难,17.43,65491397.89
女,23.8,157.8,52.2,三线城市,二线户籍,7.6,良好,58.9,109.0,富裕,41.52,89.42
男,29.0,183.1,73.2,二线城市,三线户籍,8.6,良好,58.3,70.0,困难,16.73,180865637274.73
男,40.5,176.8,71.1,一线城市,二线户籍,3.7,一般,53.9,106.9,中产,28.16,13747.82
女,33.2,145.3,50.7,三线城市,农村户籍,4.5,良好,65.2,110.5,中产,48.64,79.25
男,18.0,175.0,53.0,三线城市,一线户籍,4.8,一般,40.5,70.0,困难,29.7,1198.67
女,31.8,165.2,60.4,三线城市,农村户籍,2.2,一般,83.6,82.9,困难,73.04,171539.22
女,20.6,160.9,50.1,一线城市,农村户籍,7.6,优秀,79.4,98.1,中产,14.61,6.2
女,34.0,152.2,53.5,一线城市,农村户籍,7.2,优秀,57.9,112.5,工薪,25.21,449581.07
女,29.1,163.7,75.5,一线城市,二线户籍,5.9,良好,47.4,104.8,中产,47.7,22326.97
男,38.2,172.2,73.6,二线城市,一线户籍,9.6,优秀,67.4,93.8,工薪,6.59,335802244.91
女,31.9,158.2,55.7,二线城市,三线户籍,5.2,良好,54.0,114.9,困难,6.6,454.66
男,41.9,168.6,62.8,三线城市,三线户籍,6.0,优秀,56.6,103.9,工薪,26.04,15543.1
女,30.0,148.5,41.6,三线城市,农村户籍,10.0,优秀,53.5,109.7,困难,13.45,1067886434.46
女,33.7,165.3,51.7,农村地区,三线户籍,10.0,良好,42.6,72.8,中产,5.43,0.08
男,20.1,172.8,67.9,农村地区,一线户籍,9.8,一般,76.2,101.1,工薪,47.76,1297123.49
男,24.6,173.0,75.5,二线城市,农村户籍,6.7,优秀,69.9,121.4,富裕,5.66,4442.19
女,20.6,162.9,62.5,二线城市,三线户籍,6.5,良好,82.8,86.3,中产,94.5,128268.37
女,21.5,158.1,80.6,二线城市,二线户籍,7.2,一般,38.0,83.8,富裕,20.36,351262.02
男,18.2,167.0,59.7,三线城市,二线户籍,7.4,一般,56.4,83.0,中产,2.79,12.99
女,31.1,158.6,67.2,二线城市,一线户籍,5.9,优秀,30.0,99.0,工薪,13.67,28493.56
男,35.4,169.5,88.3,二线城市,二线户籍,7.9,良好,45.9,127.1,中产,357.12,1778406741327397.0
女,39.0,153.5,62.6,农村地区,二线户籍,7.0,较差,62.5,99.8,工薪,14.07,107321854.97
男,35.8,179.2,73.6,三线城市,二线户籍,6.7,良好,61.1,114.3,工薪,5.94,895722.46
男,41.5,160.6,75.0,农村地区,二线户籍,9.3,较差,66.0,85.6,困难,35.6,6132.26
男,21.3,172.2,69.0,三线城市,三线户籍,5.1,良好,58.3,97.8,困难,29.05,5285.32
女,36.7,157.9,63.9,一线城市,农村户籍,5.8,一般,65.3,123.4,中产,2.92,1953.82
男,27.1,171.4,76.9,二线城市,农村户籍,4.5,优秀,78.9,119.9,工薪,5.63,15714.22
女,25.2,157.9,48.5,一线城市,一线户籍,4.3,一般,54.1,100.5,工薪,29.56,4773056.69
女,41.0,160.1,66.9,农村地区,农村户籍,6.3,优秀,50.6,112.9,困难,47.31,3178209516133.22
女,18.0,160.9,47.5,三线城市,三线户籍,3.2,较差,49.3,105.9,困难,2.17,198002008.79
男,25.6,160.2,73.1,农村地区,三线户籍,10.0,优秀,64.9,88.2,困难,69.58,4064399.06
女,27.4,152.4,49.3,农村地区,二线户籍,7.1,较差,56.1,95.2,困难,2.78,51966.08
女,25.8,161.6,41.4,三线城市,农村户籍,4.0,良好,67.4,91.0,困难,21.42,15823.72
男,18.0,168.3,74.8,一线城市,二线户籍,3.4,一般,45.3,130.8,中产,43.14,43674094.14
女,26.7,155.8,55.6,三线城市,三线户籍,7.9,优秀,44.9,107.1,工薪,34.36,1107449.41
男,18.0,184.0,83.1,二线城市,三线户籍,7.4,一般,68.3,126.0,工薪,6.09,942357.38
女,26.1,161.2,68.0,一线城市,三线户籍,5.0,良好,57.0,82.0,工薪,37.48,10095889778.61
男,18.0,183.4,45.0,二线城市,三线户籍,9.9,一般,57.6,106.6,工薪,13.69,11670577.41
女,32.4,157.5,56.0,二线城市,三线户籍,3.5,良好,67.3,131.7,中产,38.09,2502837040.34
男,25.2,178.4,67.7,三线城市,三线户籍,5.2,良好,29.7,89.3,工薪,20.21,3103244.83
男,35.4,174.0,57.8,农村地区,三线户籍,6.6,一般,78.1,109.9,困难,15.42,152598.92
男,44.9,169.8,81.9,二线城市,三线户籍,4.3,较差,48.1,94.6,中产,34.04,45797.69
男,29.1,171.2,61.1,一线城市,三线户籍,4.1,优秀,65.5,107.2,工薪,46.56,44223740.06
男,32.3,176.5,64.7,二线城市,三线户籍,2.7,良好,19.4,89.5,中产,6.11,94941.12
男,28.3,175.9,73.4,农村地区,二线户籍,5.7,良好,71.7,98.5,工薪,46.97,1214116.77
男,30.4,178.8,68.0,三线城市,三线户籍,6.9,一般,66.2,77.9,中产,1.86,19667.11
女,30.5,162.8,43.7,三线城市,二线户籍,4.8,良好,55.7,89.7,中产,5.67,1288447249606.6
男,22.3,166.4,72.0,二线城市,二线户籍,7.9,一般,27.9,116.0,富裕,1.89,187742358.06
男,19.6,163.8,67.7,二线城市,三线户籍,1.9,良好,69.4,81.4,工薪,70.0,4690912049600.05
男,25.6,167.1,62.2,三线城市,二线户籍,9.8,良好,34.9,74.6,困难,25.52,82555852578201.56
男,24.7,178.2,79.9,三线城市,三线户籍,8.6,较差,37.8,92.9,困难,49.43,529806.59
男,18.0,169.1,67.8,农村地区,三线户籍,5.1,一般,55.5,117.9,中产,2.45,913373.15
男,18.0,179.2,86.1,一线城市,农村户籍,5.3,优秀,43.0,96.6,中产,10.92,0.11
女,22.3,160.6,60.9,二线城市,一线户籍,3.2,优秀,44.5,92.2,工薪,11.29,28.37
男,21.4,175.7,56.5,二线城市,农村户籍,8.5,优秀,83.7,97.5,中产,7.1,23729147.87
女,43.2,155.2,45.5,三线城市,农村户籍,6.9,良好,74.7,99.9,工薪,17.0,44449.59
女,34.3,157.9,63.8,二线城市,农村户籍,8.9,优秀,66.2,98.8,工薪,10.95,94101.57
女,27.9,158.2,52.4,三线城市,三线户籍,8.4,良好,71.8,108.2,工薪,28.8,561165670.99
男,44.6,166.1,65.6,一线城市,一线户籍,10.0,良好,45.8,103.4,中产,15.52,103756853.99
男,34.9,169.3,79.8,三线城市,农村户籍,10.0,优秀,47.2,82.0,工薪,10.01,241765258.48
女,26.1,169.3,40.8,三线城市,农村户籍,4.2,良好,71.7,123.6,工薪,7.8,1310882099.79
男,39.3,171.2,86.1,一线城市,农村户籍,7.1,优秀,63.9,128.4,中产,3.39,1082324.23
女,28.9,161.8,57.9,二线城市,农村户籍,5.0,优秀,59.0,112.9,富裕,32.62,3558580.42
男,28.6,170.6,66.7,三线城市,二线户籍,1.8,良好,70.7,97.2,中产,17.82,452631553.23
男,26.0,183.5,66.1,二线城市,三线户籍,8.8,优秀,59.4,116.1,中产,3.17,7962116.92
男,32.1,164.1,73.8,三线城市,二线户籍,8.9,优秀,63.7,140.0,工薪,7.54,59503590.77
男,27.8,173.4,60.5,二线城市,二线户籍,2.9,良好,68.0,94.0,工薪,30.71,130455.97
女,38.9,154.7,45.6,二线城市,三线户籍,8.5,良好,68.5,83.9,工薪,5.13,535781955779.06
男,38.2,176.4,56.0,二线城市,二线户籍,10.0,较差,70.0,108.5,中产,4.95,24258.79
女,27.8,157.1,45.9,农村地区,二线户籍,4.8,优秀,38.6,101.7,困难,14.39,3362298007.08
女,32.2,164.7,59.9,二线城市,三线户籍,6.5,良好,51.3,85.6,工薪,19.39,168260570.12
女,26.7,161.4,40.3,农村地区,农村户籍,6.9,良好,53.1,70.0,工薪,13.08,11779.74
女,19.1,161.0,41.7,二线城市,三线户籍,2.8,较差,57.1,87.5,工薪,6.72,689.02
女,34.1,166.4,58.1,三线城市,三线户籍,8.3,一般,47.1,126.7,困难,2.46,61267035.39
男,31.7,173.7,71.2,二线城市,三线户籍,10.0,良好,78.6,124.1,富裕,9.64,0.0
女,27.5,169.4,55.1,二线城市,农村户籍,5.9,优秀,62.9,112.8,中产,693.26,82.45
女,25.4,163.1,51.7,农村地区,农村户籍,9.8,较差,72.6,88.0,工薪,2.06,1174782102.27
男,41.4,173.0,77.2,农村地区,一线户籍,10.0,优秀,34.9,97.2,工薪,73.33,7466827357.5
女,25.4,157.1,50.7,三线城市,农村户籍,6.1,较差,73.3,118.0,富裕,9.42,193643929597.92
男,34.2,172.3,75.7,三线城市,二线户籍,7.1,优秀,33.9,70.6,中产,3.35,468221583.13
女,32.3,167.0,57.5,二线城市,农村户籍,6.1,优秀,38.4,101.4,困难,29.9,705981.1
男,33.8,179.6,81.8,一线城市,三线户籍,3.2,良好,30.4,108.8,困难,31.12,3621425.25
女,26.7,166.4,72.6,二线城市,二线户籍,6.6,良好,21.3,109.8,困难,14.31,268254.42
男,27.0,176.5,65.2,一线城市,二线户籍,8.6,优秀,74.8,79.8,工薪,11.06,1.66
男,22.0,170.9,62.5,三线城市,二线户籍,3.1,优秀,49.2,78.5,中产,7.23,2756.73
男,34.6,164.2,77.5,农村地区,二线户籍,6.3,较差,82.6,137.1,中产,59.92,0.0
男,43.5,164.5,77.7,农村地区,农村户籍,5.5,较差,55.2,100.3,困难,7.54,550376.02
男,18.0,174.1,77.6,三线城市,一线户籍,7.6,一般,72.7,125.6,工薪,2.17,43805572783337.06
女,27.0,160.7,41.2,三线城市,三线户籍,4.9,优秀,86.8,87.8,富裕,7.47,78758.89
男,31.8,173.7,76.8,一线城市,一线户籍,8.0,优秀,59.0,107.5,工薪,83.57,21887470002943.04
男,18.0,180.4,71.9,一线城市,三线户籍,8.4,良好,44.0,80.7,工薪,3.77,0.34
男,26.3,172.6,61.1,三线城市,三线户籍,10.0,良好,78.0,119.8,工薪,23.66,15798741059.37
男,31.1,176.1,72.9,农村地区,二线户籍,8.3,一般,47.4,112.6,工薪,10.43,3969228174690.26
男,30.9,182.3,75.0,一线城市,二线户籍,3.5,良好,76.3,83.7,中产,174.27,4973743773.59
男,33.5,177.8,75.9,农村地区,二线户籍,4.9,一般,81.3,83.7,工薪,12.94,27.33
女,32.7,154.4,60.9,三线城市,农村户籍,4.1,一般,58.7,85.4,工薪,12.09,2.6700509246791132e+16
男,31.3,157.4,72.1,三线城市,一线户籍,2.7,较差,61.0,95.6,富裕,10.13,777848.07
男,20.5,165.9,45.0,一线城市,一线户籍,10.0,良好,77.5,87.2,工薪,6.82,2.7159641800925302e+17
女,37.6,161.7,51.6,二线城市,二线户籍,7.8,优秀,53.4,114.6,困难,18.97,0.2
男,18.0,172.5,73.0,二线城市,农村户籍,7.5,优秀,54.1,113.2,中产,8.3,7247.99
男,18.0,174.8,77.3,二线城市,农村户籍,2.2,优秀,54.2,83.3,工薪,33.97,31618.95
女,31.3,158.6,65.8,三线城市,三线户籍,8.7,优秀,52.1,108.8,中产,27.31,1536.87
男,41.7,174.9,61.5,二线城市,农村户籍,8.0,一般,42.3,109.8,工薪,2.5,3392224.67
男,31.2,177.9,49.0,二线城市,二线户籍,6.1,一般,65.4,85.7,中产,49.3,19266389.33
女,33.5,161.3,53.3,一线城市,一线户籍,7.8,优秀,52.1,99.9,中产,10.44,60.67
女,34.7,155.4,45.7,农村地区,二线户籍,2.9,优秀,64.3,89.5,工薪,5.3,0.02
男,20.7,170.4,59.2,三线城市,农村户籍,8.4,良好,55.1,113.3,困难,11.99,6010632215.64
男,36.4,179.2,64.5,二线城市,三线户籍,4.1,一般,63.2,90.2,中产,11.23,3106029337.18
男,44.4,155.8,70.7,二线城市,三线户籍,7.2,良好,60.7,72.6,工薪,8.8,0.24
男,23.1,170.1,78.9,二线城市,农村户籍,7.3,优秀,87.2,110.9,中产,15.7,30512503811334.4
女,18.0,158.6,41.8,农村地区,三线户籍,10.0,一般,63.1,94.6,富裕,31.75,543.97
男,33.8,168.8,58.5,农村地区,农村户籍,3.7,一般,71.1,92.8,工薪,1.05,83952023976.44
女,21.6,154.5,40.0,一线城市,三线户籍,7.7,良好,66.2,91.5,工薪,8.79,778.24
女,23.9,160.3,60.7,一线城市,三线户籍,4.3,优秀,39.9,101.4,中产,109.76,1911032424.0
女,20.7,160.6,45.0,农村地区,二线户籍,7.3,优秀,70.7,77.4,工薪,142.36,22725.3
女,39.3,149.1,46.7,三线城市,农村户籍,10.0,较差,80.1,99.4,工薪,22.86,257.69
男,21.7,182.5,70.3,农村地区,一线户籍,3.9,优秀,57.0,110.1,工薪,390.55,180252.47
男,28.6,168.1,54.1,二线城市,三线户籍,6.6,一般,76.9,97.8,富裕,8.96,1542.26
女,27.8,158.8,64.5,二线城市,农村户籍,8.7,较差,46.7,123.3,工薪,16.0,2499416.37
男,27.1,181.4,70.2,农村地区,二线户籍,4.5,优秀,61.4,97.6,工薪,97.21,25345.71
女,18.6,164.3,60.3,农村地区,农村户籍,10.0,优秀,47.1,105.4,工薪,323.83,49822.43
女,24.0,155.5,55.7,二线城市,三线户籍,3.8,良好,52.3,102.9,工薪,3.82,11156333.64
男,31.2,176.9,56.6,农村地区,一线户籍,7.9,较差,65.4,103.9,工薪,0.91,988613.23
男,32.7,170.5,83.7,一线城市,二线户籍,6.7,较差,27.3,105.4,中产,28.28,31188014194.89
男,40.3,158.0,86.6,三线城市,二线户籍,9.1,优秀,56.8,114.7,中产,35.78,1.58
男,27.5,173.2,86.4,三线城市,三线户籍,6.6,优秀,49.1,98.6,中产,18.37,568139062658342.1
男,31.7,182.1,70.0,农村地区,一线户籍,5.8,较差,65.3,85.3,中产,4.69,106568.04
女,39.1,164.2,55.9,三线城市,三线户籍,5.9,优秀,57.0,76.2,富裕,7.02,55555296485121.7
男,41.2,162.2,65.1,农村地区,一线户籍,8.7,良好,95.9,101.1,中产,11.03,3618050.71
女,39.8,157.4,53.3,三线城市,二线户籍,8.9,较差,67.7,101.6,富裕,101.49,270153793.66
女,21.5,161.3,45.1,三线城市,一线户籍,9.6,优秀,84.2,99.5,工薪,19.28,8289998.33
女,35.7,156.0,55.8,二线城市,农村户籍,7.7,一般,68.6,117.9,工薪,17.37,2322495167319.47
女,36.9,157.3,51.4,三线城市,三线户籍,1.6,良好,67.7,104.2,工薪,16.78,29.14
女,30.9,154.2,57.1,三线城市,一线户籍,7.6,优秀,64.6,109.5,中产,5.31,87845528.69
男,27.0,175.0,62.5,三线城市,农村户籍,7.5,优秀,58.8,119.7,工薪,5.52,0.0
男,28.9,164.5,56.9,三线城市,三线户籍,7.2,一般,52.7,70.0,工薪,14.68,219052486712937.72
男,33.2,175.4,76.7,农村地区,三线户籍,10.0,良好,65.9,95.3,工薪,9.2,1039.78
女,29.4,151.0,52.5,二线城市,三线户籍,10.0,良好,26.6,99.8,中产,5.67,5226.93
男,29.4,165.7,59.7,三线城市,农村户籍,7.4,优秀,39.7,104.5,富裕,65.35,84520125856.81
女,26.6,163.2,54.3,二线城市,一线户籍,7.0,良好,76.9,95.2,工薪,6.59,2128794.81
女,37.7,156.1,66.8,三线城市,农村户籍,5.1,一般,78.3,81.5,中产,6.83,57.43
男,35.0,163.6,69.8,三线城市,三线户籍,3.3,一般,44.3,100.6,工薪,18.38,273653.41
女,29.1,158.2,52.4,三线城市,三线户籍,6.1,优秀,65.4,93.6,富裕,13.74,0.33
女,18.9,167.4,62.0,三线城市,三线户籍,5.0,良好,47.8,100.9,工薪,24.27,227398005579.51
女,27.8,163.6,46.4,农村地区,三线户籍,10.0,较差,34.1,104.7,工薪,11.62,16613047380.38
男,38.9,173.7,73.4,二线城市,三线户籍,5.7,一般,45.5,122.7,中产,7.85,57135233.33
女,34.5,164.1,61.9,二线城市,二线户籍,6.9,优秀,75.6,99.3,工薪,66.92,4160097488.94
男,30.4,181.5,74.3,农村地区,农村户籍,10.0,优秀,75.9,89.3,中产,27.26,890038.09
女,40.7,166.5,51.7,二线城市,农村户籍,10.0,良好,74.0,109.2,工薪,6.91,379750168832920.9
女,26.7,153.3,62.0,二线城市,农村户籍,8.2,良好,56.1,97.8,中产,7.79,250855.82
男,31.6,172.0,65.8,三线城市,农村户籍,5.1,良好,79.3,97.7,富裕,9.46,138628.99
女,27.4,157.8,54.1,农村地区,三线户籍,9.6,优秀,68.0,91.8,困难,181.67,477.24
男,31.0,183.3,68.5,三线城市,农村户籍,7.0,良好,47.3,87.9,工薪,4.61,165590.69
男,35.2,181.7,77.1,二线城市,三线户籍,8.9,良好,62.4,101.1,工薪,13.95,153153.06
女,32.0,161.0,61.3,农村地区,二线户籍,7.4,一般,60.4,98.0,富裕,121.37,26872083.04
女,25.5,162.3,61.5,三线城市,三线户籍,5.8,良好,49.7,110.2,困难,59.01,0.0
女,18.0,163.1,52.5,三线城市,农村户籍,10.0,优秀,51.0,140.0,富裕,6.93,12040746336888.72
女,25.3,152.6,50.3,一线城市,三线户籍,5.2,良好,71.9,110.5,中产,13.13,7811.61
女,32.7,160.4,59.5,三线城市,一线户籍,3.3,一般,57.2,109.8,工薪,20.12,1314.61
男,40.9,167.8,83.1,二线城市,三线户籍,0.6,良好,47.8,108.2,工薪,0.98,28114170115404.24
男,32.5,176.4,74.1,三线城市,三线户籍,5.3,一般,51.6,112.1,工薪,6.38,55858139.86
男,26.0,171.9,64.6,三线城市,农村户籍,4.6,良好,47.5,105.6,中产,30.0,45647159.04
女,41.5,156.2,65.0,二线城市,二线户籍,3.0,良好,83.4,70.0,富裕,25.81,29149340.71
女,29.2,165.4,58.9,三线城市,一线户籍,4.7,优秀,70.2,110.8,中产,7.04,116417343.93
女,29.6,155.8,58.2,二线城市,二线户籍,4.7,良好,47.3,89.5,中产,32.38,212676209.44
女,42.5,158.3,53.3,二线城市,三线户籍,10.0,良好,65.0,101.4,工薪,3.21,2.82
男,42.2,180.3,66.6,农村地区,农村户籍,8.4,良好,66.8,96.3,工薪,13.61,37266.87
男,31.4,169.8,72.8,三线城市,农村户籍,6.4,优秀,56.4,108.9,中产,5.08,981.51
男,30.5,176.9,68.7,农村地区,二线户籍,5.9,较差,66.3,110.3,中产,10.51,1.02
男,29.9,174.7,74.3,二线城市,农村户籍,6.6,良好,65.5,103.1,中产,7.18,13167.53
男,35.5,167.1,62.9,三线城市,三线户籍,5.2,良好,67.1,99.8,中产,29.98,64603.01
男,23.1,166.5,68.7,三线城市,农村户籍,10.0,良好,33.0,70.0,富裕,6.23,128057751.09
男,18.0,175.0,71.9,一线城市,农村户籍,8.4,一般,60.1,90.9,困难,26.34,679.56
女,39.7,157.5,56.2,二线城市,农村户籍,8.5,较差,64.5,85.5,工薪,0.54,0.01
男,24.7,176.0,77.4,二线城市,农村户籍,5.5,良好,67.3,83.5,工薪,27.08,1191227.74
男,27.2,170.1,71.9,二线城市,三线户籍,10.0,良好,58.3,76.7,工薪,10.43,12391530.92
男,30.5,169.6,62.8,三线城市,农村户籍,5.1,一般,52.3,102.3,富裕,1.92,0.0
女,33.2,160.3,50.6,三线城市,三线户籍,6.5,优秀,70.8,75.4,困难,555.42,1247614958.21
男,50.9,176.0,57.8,农村地区,三线户籍,4.5,优秀,19.7,98.8,工薪,3.07,1915940.31
女,18.4,154.9,45.5,三线城市,三线户籍,5.7,良好,65.2,119.3,工薪,37.77,20032187.99
男,30.2,166.8,70.6,二线城市,三线户籍,6.9,优秀,63.9,119.6,中产,14.7,3499365955727.39
女,29.7,162.8,56.9,一线城市,二线户籍,2.9,良好,60.7,98.2,工薪,28.18,9851761147.62
男,20.3,161.6,59.1,农村地区,三线户籍,8.8,优秀,43.7,111.9,困难,7.97,173475039418063.28
女,41.8,160.3,40.0,三线城市,三线户籍,8.1,优秀,60.9,119.3,工薪,2.54,87262.31
女,37.2,158.3,73.5,二线城市,农村户籍,3.5,一般,49.3,132.7,困难,5.5,15798.34
女,34.3,169.0,40.0,二线城市,一线户籍,4.5,一般,42.4,95.9,工薪,17.13,9303.54
男,42.1,178.5,60.4,二线城市,三线户籍,6.6,较差,66.2,108.2,中产,11.12,994.28
女,33.2,159.2,66.4,三线城市,农村户籍,3.6,良好,36.3,114.2,工薪,4.14,50635956.96
女,42.1,153.0,46.8,二线城市,农村户籍,10.0,一般,59.8,99.6,中产,49.77,669013060.03
男,37.3,169.8,80.1,二线城市,农村户籍,4.3,良好,83.9,88.5,工薪,14.59,90.07
男,32.7,174.3,76.3,三线城市,农村户籍,10.0,一般,63.1,133.7,困难,26.19,50989588.12
女,26.0,156.1,55.3,三线城市,三线户籍,8.1,一般,60.3,91.8,工薪,68.96,448318225404.21
女,20.4,156.4,54.5,三线城市,三线户籍,7.9,优秀,66.5,110.5,困难,4.81,50481982137.79
女,24.2,157.0,47.4,二线城市,二线户籍,3.9,优秀,52.8,82.6,中产,13.71,4947905.71
男,31.7,161.8,67.2,二线城市,二线户籍,3.6,良好,37.2,71.9,困难,14.51,37567240883.66
女,22.4,153.8,50.8,三线城市,农村户籍,4.9,良好,30.3,121.4,困难,38.76,1538.62
男,35.1,180.3,70.4,一线城市,农村户籍,10.0,优秀,49.4,96.4,工薪,83.15,269.81
男,23.6,170.5,62.9,二线城市,农村户籍,7.4,良好,22.8,90.4,困难,26.43,1137386.96
男,31.6,176.4,71.3,二线城市,二线户籍,5.3,优秀,89.2,112.1,工薪,10.77,581718.98
女,33.3,159.0,57.8,三线城市,二线户籍,6.4,一般,75.0,101.5,富裕,153.74,351.35
男,27.4,172.0,81.0,二线城市,二线户籍,5.1,良好,67.7,87.8,工薪,4.27,149043014.13
女,33.3,159.0,62.1,二线城市,三线户籍,0.4,较差,49.2,99.4,工薪,102.2,46620908114469.08
女,25.3,157.5,50.1,农村地区,二线户籍,4.0,优秀,76.7,92.2,困难,61.79,823.15
男,34.2,169.2,62.0,二线城市,三线户籍,5.1,良好,44.0,106.5,中产,2.39,159467551.18
女,26.3,153.6,59.6,农村地区,三线户籍,7.2,一般,66.2,94.1,困难,40.65,1.49
女,31.6,164.1,64.8,二线城市,三线户籍,10.0,良好,73.9,131.4,中产,13.5,2.3279211297845508e+16
女,37.1,160.8,44.4,二线城市,农村户籍,9.8,良好,54.0,93.3,工薪,15.52,0.04
女,32.6,154.1,40.0,一线城市,三线户籍,7.9,较差,68.6,101.7,富裕,3.52,54291007034343.98
男,33.9,169.0,81.5,农村地区,农村户籍,5.3,良好,86.3,131.7,中产,41.16,21.19
女,36.3,164.8,56.3,二线城市,农村户籍,3.4,优秀,57.4,109.1,工薪,10.46,671924473.97
男,28.7,180.3,74.7,二线城市,三线户籍,9.1,优秀,77.4,96.6,中产,13.49,958.18
男,33.1,159.1,52.7,农村地区,一线户籍,6.1,优秀,42.8,91.7,工薪,21.95,203322.7
男,18.0,170.7,72.7,一线城市,二线户籍,2.1,优秀,46.5,124.3,富裕,3.29,6240.59
男,34.0,183.2,70.8,二线城市,二线户籍,10.0,良好,86.8,97.4,中产,4.8,70.6
男,35.4,179.5,54.6,二线城市,农村户籍,7.2,良好,56.6,88.6,中产,14.98,31104628.62
男,23.9,183.1,69.8,三线城市,三线户籍,5.2,良好,62.1,91.4,工薪,29.85,3616995818.73
男,43.8,167.4,70.6,一线城市,三线户籍,5.9,良好,66.3,70.0,中产,20.35,70912461337.71
女,22.8,166.8,50.4,二线城市,三线户籍,7.0,一般,40.5,87.3,工薪,19.0,43563.8
男,37.2,170.1,84.1,农村地区,农村户籍,6.9,良好,28.5,98.0,中产,5.56,188274138.05
男,25.6,161.7,63.5,农村地区,三线户籍,4.6,较差,88.0,108.4,困难,8.65,360538.48
男,25.6,166.2,59.2,三线城市,二线户籍,2.4,良好,84.4,99.9,中产,4.07,86.09
男,25.9,175.9,79.3,三线城市,二线户籍,2.7,较差,32.9,116.9,中产,8.63,368219.11
男,31.0,173.4,81.3,三线城市,二线户籍,4.1,一般,76.4,86.7,中产,97.0,654381.2
男,39.7,174.1,70.1,农村地区,三线户籍,5.9,优秀,38.4,102.2,工薪,37.02,546040434.84
女,19.8,149.8,51.6,农村地区,二线户籍,5.8,良好,70.3,89.2,中产,116.94,0.0
女,28.4,154.2,75.5,二线城市,三线户籍,10.0,良好,54.7,118.7,中产,16.79,3054.39
男,47.4,177.6,68.5,二线城市,三线户籍,2.8,优秀,57.3,78.3,中产,1.81,1025894.39
女,40.1,153.3,63.6,二线城市,三线户籍,7.0,一般,66.7,114.8,困难,40.3,16.99
女,31.1,164.9,67.2,二线城市,二线户籍,6.3,良好,67.0,87.4,中产,23.48,14812102.5
男,24.9,172.3,67.7,农村地区,农村户籍,8.0,较差,48.6,94.0,中产,46.54,1903031654178099.0
女,28.9,163.1,64.0,二线城市,农村户籍,8.8,较差,53.9,99.1,工薪,148.89,79634.14
男,30.9,175.4,57.4,三线城市,农村户籍,8.1,良好,63.5,117.9,困难,28.81,345249912491329.94
